State,Year,Month,Count,Megawatthours
NE,2012,7,1769,624165
NE,2012,8,5335,-328550
NE,2012,9,-5411,-668346
NE,2012,10,4413,-196658
NE,2012,11,1969,49824
NE,2012,12,1456,255409
NE,2013,1,-2870,111323
NE,2013,2,-981,-262574
NE,2013,3,1208,37978
NE,2013,4,239,-153431
NE,2013,5,3806,64076
NE,2013,6,-2796,123945
NE,2013,7,3935,591494
NE,2013,8,-1283,-93019
NE,2013,9,1961,-356236
NE,2013,10,2045,-280738
NE,2013,11,-2282,61750
NE,2013,12,1611,344328
NE,2014,1,-4,69130
NE,2014,2,-646,-261536
NE,2014,3,1972,-46819
NE,2014,4,1703,-273712
NE,2014,5,1352,101424
NE,2014,6,1267,145798
NE,2014,7,3260,409588
NE,2014,8,3401,-29602
NE,2014,9,-2743,-442546
NE,2014,10,2625,-159851
NE,2014,11,-2635,95048
NE,2014,12,1730,263115
NE,2015,1,-1738,56567
NE,2015,2,-90,-240695
NE,2015,3,3588,-88319
NE,2015,4,1030,-203234
NE,2015,5,-110,26842
NE,2015,6,3378,291410
NE,2015,7,1879,549327
NE,2015,8,576,-167103
NE,2015,9,1879,-294904
NE,2015,10,-173,-307880
NE,2015,11,-3207,-13956
NE,2015,12,2489,295751
NE,2016,1,-3583,121066
NE,2016,2,2200,-219481
NE,2016,3,4906,-145305
NE,2016,4,-2217,-160523
NE,2016,5,2271,74837
NE,2016,6,1922,570522
NE,2016,7,-1660,314580
NE,2016,8,5255,-25962
NE,2016,9,1035,-521242
NE,2016,10,-1266,-245952
NE,2016,11,-545,-26274
NE,2016,12,1547,441717
NE,2017,1,10672,2711
NE,2017,2,263,-350622
NE,2017,3,5168,-939
NE,2017,4,-3045,-146444
NE,2017,5,7124,50983
NE,2017,6,1336,424188
NE,2017,7,45,487512
NE,2017,8,2676,-382538
NE,2017,9,-2677,-269774
NE,2017,10,238,-262862
NH,2007,2,-74,-34384
NH,2007,3,927,-24288
NH,2007,4,355,-76585
NH,2007,5,2019,15838
NH,2007,6,1798,39895
NH,2007,7,1923,82497
NH,2007,8,2430,43455
NH,2007,9,-858,-110722
NH,2007,10,597,-52035
NH,2007,11,-2916,16918
NH,2007,12,-3022,99921
NH,2008,1,14183,26235
NH,2008,2,-816,-89569
NH,2008,3,804,-10577
NH,2008,4,282,-53199
NH,2008,5,2351,-22734
NH,2008,6,2343,78576
NH,2008,7,2915,103528
NH,2008,8,-1368,-40133
NH,2008,9,-2120,-91420
NH,2008,10,502,-44626
NH,2008,11,-4296,14282
NH,2008,12,107,15264
NH,2009,1,-19010,119659
NH,2009,2,2246,-9502
NH,2009,3,1738,-130535
NH,2009,4,1324,2804
NH,2009,5,4630,-50124
NH,2009,6,241,-14015
NH,2009,7,162,88834
NH,2009,8,1422,129857
NH,2009,9,-1245,-76065
NH,2009,10,-85,-96752
NH,2009,11,-3893,-18025
NH,2009,12,1097,67715
NH,2010,1,15982,114304
NH,2010,2,-57,-87569
NH,2010,3,548,-63873
NH,2010,4,-794,-18665
NH,2010,5,3493,-23884
NH,2010,6,234,36265
NH,2010,7,917,190263
NH,2010,8,174,-2532
NH,2010,9,331,-65191
NH,2010,10,-286,-113366
NH,2010,11,-3496,-44523
NH,2010,12,695,93514
NH,2011,1,444,85196
NH,2011,2,-6,-41953
NH,2011,3,340,-57082
NH,2011,4,-339,-22612
NH,2011,5,3117,-89538
NH,2011,6,579,107970
NH,2011,7,466,97294
NH,2011,8,415,26048
NH,2011,9,-542,-57730
NH,2011,10,-237,-81992
NH,2011,11,-2799,-55221
NH,2011,12,1111,45905
NH,2012,1,575,105337
NH,2012,2,61,-54729
NH,2012,3,493,-37542
NH,2012,4,-548,-49632
NH,2012,5,2912,-38992
NH,2012,6,278,65871
NH,2012,7,149,154164
NH,2012,8,463,64791
NH,2012,9,120,-98642
NH,2012,10,-169,-133775
NH,2012,11,-2841,-5776
NH,2012,12,1053,94262
NH,2013,1,495,50180
NH,2013,2,-1790,8683
NH,2013,3,1500,-122454
NH,2013,4,-625,-6084
NH,2013,5,3646,-33239
NH,2013,6,539,55336
NH,2013,7,923,164864
NH,2013,8,-40,-11331
NH,2013,9,-315,-63369
NH,2013,10,120,-149896
NH,2013,11,-2543,9321
NH,2013,12,966,125980
NH,2014,1,896,74047
NH,2014,2,217,-11506
NH,2014,3,463,-108685
NH,2014,4,129,-44880
NH,2014,5,2230,-48379
NH,2014,6,380,17501
NH,2014,7,-4658,142234
NH,2014,8,2049,223
NH,2014,9,3781,-39346
NH,2014,10,5187,-106064
NH,2014,11,-6952,-10225
NH,2014,12,-852,113521
NH,2015,1,9285,59935
NH,2015,2,-12898,-20199
NH,2015,3,35,-16688
NH,2015,4,-1702,-93977
NH,2015,5,-1507,-62590
NH,2015,6,8747,107611
NH,2015,7,-730,38860
NH,2015,8,-631,86594
NH,2015,9,2392,-36337
NH,2015,10,3179,-141066
NH,2015,11,-6301,-46268
NH,2015,12,6592,50530
NH,2016,1,-8692,81128
NH,2016,2,5269,-9560
NH,2016,3,2021,-7813
NH,2016,4,-3496,-74693
NH,2016,5,6083,-69053
NH,2016,6,796,88082
NH,2016,7,1662,121592
NH,2016,8,1589,80944
NH,2016,9,-1339,-65751
NH,2016,10,-152,-156699
NH,2016,11,-2055,-42414
NH,2016,12,2654,82939
NH,2017,1,1601,122186
NH,2017,2,-2111,-143989
NH,2017,3,3704,11512
NH,2017,4,-2948,-14814
NH,2017,5,3312,-82392
NH,2017,6,-245,93191
NH,2017,7,78,101335
NH,2017,8,599,722
NH,2017,9,608,-92692
NH,2017,10,-623,-57123
NJ,2007,2,18909,-367634
NJ,2007,3,10542,223794
NJ,2007,4,-24205,-487170
NJ,2007,5,17274,324685
NJ,2007,6,4661,979635
NJ,2007,7,-4537,753668
NJ,2007,8,-25,304677
NJ,2007,9,67572,-1305891
NJ,2007,10,-71093,-417343
NJ,2007,11,8802,-460683
NJ,2007,12,4061,530793
NJ,2008,1,44874,109904
NJ,2008,2,67753,-381363
NJ,2008,3,-36115,-77487
NJ,2008,4,2094,-587398
NJ,2008,5,-10516,-115332
NJ,2008,6,34183,1669452
NJ,2008,7,-24669,1381585
NJ,2008,8,24002,-936338
NJ,2008,9,-9654,-791065
NJ,2008,10,-15903,-840822
NJ,2008,11,20782,-79257
NJ,2008,12,-12125,497931
NJ,2009,1,5286,175170
NJ,2009,2,2553,-740175
NJ,2009,3,-7396,208560
NJ,2009,4,67083,-860052
NJ,2009,5,-185110,551636
NJ,2009,6,153526,532459
NJ,2009,7,-6492,606544
NJ,2009,8,19670,1298115
NJ,2009,9,18528,-1978693
NJ,2009,10,240,-639888
NJ,2009,11,12566,-277654
NJ,2009,12,-44300,963370
NJ,2010,1,13568,333073
NJ,2010,2,-11419,-770954
NJ,2010,3,10337,19703
NJ,2010,4,9493,-453317
NJ,2010,5,11287,523644
NJ,2010,6,-20381,1168652
NJ,2010,7,2356,1570164
NJ,2010,8,-611,-653997
NJ,2010,9,17535,-1162300
NJ,2010,10,-16409,-1156422
NJ,2010,11,-2923,-194845
NJ,2010,12,8977,829766
NJ,2011,1,14008,386042
NJ,2011,2,-23655,-975868
NJ,2011,3,2654,166085
NJ,2011,4,-4720,-591727
NJ,2011,5,9458,562098
NJ,2011,6,-5799,773201
NJ,2011,7,20006,1805999
NJ,2011,8,-10994,-743307
NJ,2011,9,-713,-1019563
NJ,2011,10,-84,-1160768
NJ,2011,11,13508,-404386
NJ,2011,12,-6338,625628
NJ,2012,1,-5185,417841
NJ,2012,2,-16699,-542622
NJ,2012,3,12794,-134883
NJ,2012,4,5504,-251373
NJ,2012,5,-12176,618323
NJ,2012,6,647,694833
NJ,2012,7,23791,1703841
NJ,2012,8,-10782,-224859
NJ,2012,9,6788,-1954349
NJ,2012,10,-10972,-708657
NJ,2012,11,4295,-47630
NJ,2012,12,66607,325556
NJ,2013,1,-129102,446810
NJ,2013,2,50618,-376066
NJ,2013,3,36778,79333
NJ,2013,4,-24433,-794052
NJ,2013,5,409,597917
NJ,2013,6,-3865,995647
NJ,2013,7,10068,1741802
NJ,2013,8,-16237,-1168548
NJ,2013,9,20526,-1239834
NJ,2013,10,1679,-374978
NJ,2013,11,-143,-54495
NJ,2013,12,-4866,427857
NJ,2014,1,5666,532805
NJ,2014,2,8273,-653352
NJ,2014,3,5439,292125
NJ,2014,4,5868,-858997
NJ,2014,5,5593,-13383
NJ,2014,6,3339,1218736
NJ,2014,7,1984,1245714
NJ,2014,8,420,-788948
NJ,2014,9,1439,-922157
NJ,2014,10,687,-511164
NJ,2014,11,2278,-144729
NJ,2014,12,2298,475236
NJ,2015,1,-17094,720210
NJ,2015,2,5045,-579104
NJ,2015,3,1668,38532
NJ,2015,4,6969,-924277
NJ,2015,5,9249,838913
NJ,2015,6,-4635,630593
NJ,2015,7,20863,1237834
NJ,2015,8,-10091,-110092
NJ,2015,9,4745,-1066159
NJ,2015,10,5917,-1198727
NJ,2015,11,764,-183737
NJ,2015,12,-4664,362357
NJ,2016,1,-2518,462668
NJ,2016,2,-8109,-347547
NJ,2016,3,18645,-207663
NJ,2016,4,-9017,-497673
NJ,2016,5,570,637546
NJ,2016,6,18105,799562
NJ,2016,7,-6801,1728611
NJ,2016,8,5775,192069
NJ,2016,9,10836,-1706168
NJ,2016,10,-15308,-1081086
NJ,2016,11,8056,-334718
NJ,2016,12,5491,683640
NJ,2017,1,423,67007
NJ,2017,2,-7031,-660581
NJ,2017,3,18657,459690
NJ,2017,4,-19890,-820220
NJ,2017,5,28082,435572
NJ,2017,6,-445,1139053
NJ,2017,7,2179,1155093
NJ,2017,8,-3382,-567529
NJ,2017,9,13263,-959480
NJ,2017,10,-7623,-720693
NM,2007,2,1348,-205826
NM,2007,3,1285,26911
NM,2007,4,-433,-849
NM,2007,5,1354,50416
NM,2007,6,603,183498
NM,2007,7,1282,234929
NM,2007,8,1220,41917
NM,2007,9,852,-169817
NM,2007,10,1357,-245603
NM,2007,11,741,-59377
NM,2007,12,1413,81844
NM,2008,1,230435,79140
NM,2008,2,-815,-139923
NM,2008,3,1560,-50538
NM,2008,4,238,-27848
NM,2008,5,223,80548
NM,2008,6,804,212084
NM,2008,7,1415,126665
NM,2008,8,1336,46899
NM,2008,9,-168,-261031
NM,2008,10,719,-112254
NM,2008,11,-793,-73161
NM,2008,12,2225,114805
NM,2009,1,-1699,8670
NM,2009,2,-1377,-215886
NM,2009,3,871,28893
NM,2009,4,4185,-9498
NM,2009,5,-29,167046
NM,2009,6,821,79375
NM,2009,7,-406,237867
NM,2009,8,884,238
NM,2009,9,33,-223894
NM,2009,10,792,-134073
NM,2009,11,-636,-42700
NM,2009,12,2993,160033
NM,2010,1,2654,6557
NM,2010,2,201,-184140
NM,2010,3,1456,43244
NM,2010,4,166,-28531
NM,2010,5,87,43648
NM,2010,6,-560,278193
NM,2010,7,-264,148920
NM,2010,8,1511,-4731
NM,2010,9,380,-168481
NM,2010,10,191,-157761
NM,2010,11,156,-122338
NM,2010,12,979,134998
NM,2011,1,-206,52204
NM,2011,2,-599,-168904
NM,2011,3,1796,-17069
NM,2011,4,-702,-14803
NM,2011,5,774,120462
NM,2011,6,-604,218504
NM,2011,7,922,246268
NM,2011,8,1079,22216
NM,2011,9,-130,-269599
NM,2011,10,1061,-235227
NM,2011,11,-495,-83740
NM,2011,12,825,281763
NM,2012,1,-1118,-124048
NM,2012,2,1777,-102945
NM,2012,3,443,-2670
NM,2012,4,-938,-33535
NM,2012,5,1531,113258
NM,2012,6,-147,275906
NM,2012,7,451,111207
NM,2012,8,1264,54911
NM,2012,9,-111,-275646
NM,2012,10,1720,-171753
NM,2012,11,-188,-75461
NM,2012,12,933,127756
NM,2013,1,1927,63890
NM,2013,2,-998,-220178
NM,2013,3,3137,17934
NM,2013,4,-5,-22415
NM,2013,5,40,118203
NM,2013,6,1280,279495
NM,2013,7,1956,85963
NM,2013,8,346,-835
NM,2013,9,-5219,-237653
NM,2013,10,2959,-187295
NM,2013,11,-2253,-36812
NM,2013,12,3340,161509
NM,2014,1,-120,17319
NM,2014,2,-117,-194970
NM,2014,3,1558,-1167
NM,2014,4,1189,-7954
NM,2014,5,1689,132328
NM,2014,6,801,218656
NM,2014,7,-112,183984
NM,2014,8,789,-59790
NM,2014,9,387,-184511
NM,2014,10,43,-194827
NM,2014,11,-272,-39572
NM,2014,12,2103,127527
NM,2015,1,-3641,29976
NM,2015,2,331,-243343
NM,2015,3,1354,72867
NM,2015,4,131,-59740
NM,2015,5,20,53321
NM,2015,6,1459,256681
NM,2015,7,24,186497
NM,2015,8,844,41675
NM,2015,9,611,-164536
NM,2015,10,1291,-191360
NM,2015,11,-375,-98350
NM,2015,12,1719,118267
NM,2016,1,1331,25744
NM,2016,2,-2560,-172525
NM,2016,3,1670,-39269
NM,2016,4,-512,-33870
NM,2016,5,329,91883
NM,2016,6,958,281990
NM,2016,7,0,246363
NM,2016,8,791,-82995
NM,2016,9,904,-234103
NM,2016,10,-58,-175904
NM,2016,11,290,-62342
NM,2016,12,798,139497
NM,2017,1,9182,121
NM,2017,2,-461,-228214
NM,2017,3,1082,57072
NM,2017,4,-740,-30468
NM,2017,5,-886,119721
NM,2017,6,2209,324304
NM,2017,7,305,195145
NM,2017,8,5468,-79184
NM,2017,9,-4215,-221169
NM,2017,10,1851,-175933
NV,2007,2,-5439,-408997
NV,2007,3,6406,272554
NV,2007,4,3647,-104638
NV,2007,5,1283,595843
NV,2007,6,4445,437109
NV,2007,7,1857,720813
NV,2007,8,2909,-344461
NV,2007,9,3768,-520735
NV,2007,10,-6174,-780037
NV,2007,11,46,-95686
NV,2007,12,7639,330454
NV,2008,1,20627,-82449
NV,2008,2,-608,-231354
NV,2008,3,-66,15577
NV,2008,4,-1970,-54368
NV,2008,5,4109,381102
NV,2008,6,-394,501062
NV,2008,7,2011,737137
NV,2008,8,3463,-99034
NV,2008,9,-1398,-717501
NV,2008,10,-1345,-501160
NV,2008,11,-846,-350436
NV,2008,12,458,210687
NV,2009,1,4301,-41768
NV,2009,2,-4408,-260185
NV,2009,3,594,150558
NV,2009,4,-765,-44056
NV,2009,5,-2688,685873
NV,2009,6,1603,-41080
NV,2009,7,520,876865
NV,2009,8,1715,-229234
NV,2009,9,-1401,-447206
NV,2009,10,657,-683614
NV,2009,11,-4355,-176098
NV,2009,12,5284,264004
NV,2010,1,-626,-82872
NV,2010,2,-629,-327434
NV,2010,3,2948,141790
NV,2010,4,-4678,-91798
NV,2010,5,2209,264884
NV,2010,6,5214,688817
NV,2010,7,-1213,737845
NV,2010,8,2379,-214814
NV,2010,9,1675,-651028
NV,2010,10,-1916,-440265
NV,2010,11,-1709,-271921
NV,2010,12,5715,152123
NV,2011,1,5464,44604
NV,2011,2,-8035,-313868
NV,2011,3,2366,172291
NV,2011,4,-318,-79146
NV,2011,5,19,229200
NV,2011,6,4500,458569
NV,2011,7,1342,709235
NV,2011,8,-466,39330
NV,2011,9,2755,-655536
NV,2011,10,-1922,-489799
NV,2011,11,2064,-258949
NV,2011,12,2273,273104
NV,2012,1,5314,-104791
NV,2012,2,-5078,-223511
NV,2012,3,5279,168437
NV,2012,4,-3034,-66790
NV,2012,5,2064,581346
NV,2012,6,3894,381541
NV,2012,7,3293,458871
NV,2012,8,-10641,59278
NV,2012,9,14513,-662203
NV,2012,10,-4160,-548662
NV,2012,11,-6250,-360033
NV,2012,12,10635,244168
NV,2013,1,-478,176835
NV,2013,2,1308,-438589
NV,2013,3,-2568,172998
NV,2013,4,6195,-49817
NV,2013,5,2797,425553
NV,2013,6,3456,719511
NV,2013,7,-1202,499999
NV,2013,8,4392,-460799
NV,2013,9,-620,-527813
NV,2013,10,-549,-623797
NV,2013,11,-510,-101902
NV,2013,12,2417,337386
NV,2014,1,2150,-102067
NV,2014,2,470,-334394
NV,2014,3,-1566,115431
NV,2014,4,1428,44303
NV,2014,5,6958,502614
NV,2014,6,1576,577933
NV,2014,7,-426,496778
NV,2014,8,4343,-398316
NV,2014,9,-3488,-248096
NV,2014,10,-1188,-693476
NV,2014,11,1675,-363256
NV,2014,12,5392,270611
NV,2015,1,1267,193243
NV,2015,2,454,-502278
NV,2015,3,3081,276267
NV,2015,4,658,-107263
NV,2015,5,3007,350115
NV,2015,6,2126,780975
NV,2015,7,3205,290145
NV,2015,8,-828,90482
NV,2015,9,2192,-511277
NV,2015,10,-3751,-558359
NV,2015,11,2317,-447239
NV,2015,12,2469,266499
NV,2016,1,5658,25925
NV,2016,2,-1382,-276046
NV,2016,3,1319,33629
NV,2016,4,2404,-10250
NV,2016,5,-90,274993
NV,2016,6,6030,954702
NV,2016,7,-1351,416159
NV,2016,8,6157,-110276
NV,2016,9,-1946,-831878
NV,2016,10,-4153,-399033
NV,2016,11,3578,-417257
NV,2016,12,4877,385301
NV,2017,1,876,-83601
NV,2017,2,1305,-276281
NV,2017,3,2533,188974
NV,2017,4,-629,-128113
NV,2017,5,5853,494935
NV,2017,6,2081,835832
NV,2017,7,422,571597
NV,2017,8,1892,-354237
NV,2017,9,1142,-656341
NV,2017,10,-2940,-657476
NY,2007,2,-29681,-155441
NY,2007,3,7177,-160904
NY,2007,4,-4753,-830969
NY,2007,5,-5439,253283
NY,2007,6,-250,1217312
NY,2007,7,9556,1481096
NY,2007,8,2099,45930
NY,2007,9,-9869,-780274
NY,2007,10,3373,-1071365
NY,2007,11,2774,-692782
NY,2007,12,20570,768105
NY,2008,1,237338,20742
NY,2008,2,-4707,-445056
NY,2008,3,2022,-168061
NY,2008,4,5715,-997033
NY,2008,5,5081,-84444
NY,2008,6,-5152,1694508
NY,2008,7,3792,1647663
NY,2008,8,5438,-261414
NY,2008,9,-4044,-934983
NY,2008,10,5254,-1503054
NY,2008,11,2518,-259648
NY,2008,12,13875,1205029
NY,2009,1,-14872,664995
NY,2009,2,2958,-1123596
NY,2009,3,6753,-402402
NY,2009,4,3874,-673852
NY,2009,5,-6227,-58829
NY,2009,6,5347,471444
NY,2009,7,2563,1515488
NY,2009,8,-1111,898693
NY,2009,9,-987,-1142629
NY,2009,10,11890,-1387383
NY,2009,11,-8631,-268275
NY,2009,12,29094,1233055
NY,2010,1,-11363,575624
NY,2010,2,-7385,-905727
NY,2010,3,30394,-345299
NY,2010,4,-3113,-930115
NY,2010,5,-3658,368516
NY,2010,6,5261,1630631
NY,2010,7,4105,2389226
NY,2010,8,2698,-111535
NY,2010,9,896,-1783454
NY,2010,10,5526,-1547140
NY,2010,11,-4442,-567273
NY,2010,12,14962,1429164
NY,2011,1,-2891,318753
NY,2011,2,4863,-649761
NY,2011,3,1516,-244581
NY,2011,4,-327,-754779
NY,2011,5,-1318,-86543
NY,2011,6,7230,1439674
NY,2011,7,-7101,2074364
NY,2011,8,9404,-43786
NY,2011,9,976,-1354340
NY,2011,10,709,-1443339
NY,2011,11,-3738,-637509
NY,2011,12,13214,742616
NY,2012,1,-24783,430030
NY,2012,2,3114,-574960
NY,2012,3,5038,-268129
NY,2012,4,4623,-584554
NY,2012,5,-4162,233137
NY,2012,6,276626,1343988
NY,2012,7,-274188,2178519
NY,2012,8,7944,122868
NY,2012,9,-563,-806123
NY,2012,10,1511,-2378378
NY,2012,11,-7145,-419188
NY,2012,12,5871,904537
NY,2013,1,28000,817162
NY,2013,2,-3723,-316496
NY,2013,3,2085,-453343
NY,2013,4,7298,-424849
NY,2013,5,715,-245865
NY,2013,6,-429,1329703
NY,2013,7,4377,2307767
NY,2013,8,2993,-376049
NY,2013,9,-4537,-1156283
NY,2013,10,2443,-1686699
NY,2013,11,-1240,-441591
NY,2013,12,10547,1403654
NY,2014,1,14061,611129
NY,2014,2,-2261,-317543
NY,2014,3,-7335,-544731
NY,2014,4,-1829,-937654
NY,2014,5,1554,-60225
NY,2014,6,4987,887987
NY,2014,7,-7053,1826105
NY,2014,8,9506,-452395
NY,2014,9,-4717,-370998
NY,2014,10,7832,-1644489
NY,2014,11,-672,-157365
NY,2014,12,18974,850518
NY,2015,1,1986,667323
NY,2015,2,10570,-194647
NY,2015,3,5305,-83065
NY,2015,4,-5138,-1194854
NY,2015,5,-2237,-645672
NY,2015,6,5611,1982609
NY,2015,7,2562,1160580
NY,2015,8,4743,648872
NY,2015,9,-1690,-501930
NY,2015,10,7946,-2251712
NY,2015,11,-3092,-782333
NY,2015,12,13175,883519
NY,2016,1,2670,508367
NY,2016,2,7513,-458225
NY,2016,3,3230,-206368
NY,2016,4,5815,-900583
NY,2016,5,-422,41897
NY,2016,6,11259,1527763
NY,2016,7,129931,2129301
NY,2016,8,-133317,835495
NY,2016,9,9477,-1212136
NY,2016,10,-322,-2569378
NY,2016,11,4701,-410737
NY,2016,12,11523,888601
NY,2017,1,5000,359105
NY,2017,2,-2519,-708513
NY,2017,3,19835,-412941
NY,2017,4,-5269,-451349
NY,2017,5,14421,-270284
NY,2017,6,-1356,1491744
NY,2017,7,-1412,2079059
NY,2017,8,5280,-228741
NY,2017,9,5659,-1253357
NY,2017,10,3322,-908761
OH,2007,2,-37655,-227862
OH,2007,3,39820,-365125
OH,2007,4,-19999,-1104640
OH,2007,5,609,662901
OH,2007,6,-6399,969885
OH,2007,7,2724,477094
OH,2007,8,1674,1618907
OH,2007,9,-43227,-2353965
OH,2007,10,30675,-499205
OH,2007,11,13052,-748380
OH,2007,12,-2975,1557973
OH,2008,1,776889,681710
OH,2008,2,-2099,-687050
OH,2008,3,-698,2945
OH,2008,4,762,-1977298
OH,2008,5,-8429,246685
OH,2008,6,-5035,1530477
OH,2008,7,-2624,1170652
OH,2008,8,-3246,-517581
OH,2008,9,-5423,-1423096
OH,2008,10,-7997,-605204
OH,2008,11,15398,-86921
OH,2008,12,6126,1567005
OH,2009,1,-3100,755572
OH,2009,2,8772,-2207821
OH,2009,3,9790,24412
OH,2009,4,-17823,-1361688
OH,2009,5,-14773,95624
OH,2009,6,1039,1191831
OH,2009,7,-3413,139601
OH,2009,8,-3148,1091107
OH,2009,9,-1145,-1852144
OH,2009,10,2041,59755
OH,2009,11,4107,-602919
OH,2009,12,8745,2212267
OH,2010,1,-1286,675474
OH,2010,2,368,-1336824
OH,2010,3,19775,-50537
OH,2010,4,-12810,-1647683
OH,2010,5,-17924,953745
OH,2010,6,7436,1646596
OH,2010,7,-13135,1263698
OH,2010,8,7308,188424
OH,2010,9,-8252,-2756752
OH,2010,10,-1689,-661752
OH,2010,11,12701,188369
OH,2010,12,-1864,2135269
OH,2011,1,469,491543
OH,2011,2,-5134,-1838330
OH,2011,3,42476,301978
OH,2011,4,-39564,-1537626
OH,2011,5,2352,883108
OH,2011,6,-5797,851703
OH,2011,7,-9680,2561892
OH,2011,8,8990,-974124
OH,2011,9,-7899,-2149441
OH,2011,10,3828,-690951
OH,2011,11,1144,-109586
OH,2011,12,5028,1175097
OH,2012,1,4161,801364
OH,2012,2,1939,-1049793
OH,2012,3,528,-589485
OH,2012,4,-4377,-548380
OH,2012,5,-2485,973257
OH,2012,6,-7420,872456
OH,2012,7,534,2025324
OH,2012,8,1204,-760174
OH,2012,9,-8306,-2835898
OH,2012,10,10288,-65977
OH,2012,11,6013,-25192
OH,2012,12,-7964,907467
OH,2013,1,14890,932501
OH,2013,2,-3622,-1140371
OH,2013,3,-15435,833227
OH,2013,4,20088,-1872349
OH,2013,5,-1508,813036
OH,2013,6,-8479,486908
OH,2013,7,1435,1356370
OH,2013,8,-2097,-487861
OH,2013,9,1132,-1454714
OH,2013,10,6100,-350323
OH,2013,11,2236,-49796
OH,2013,12,5742,1419581
OH,2014,1,6236,1556852
OH,2014,2,1328,-1604360
OH,2014,3,1084,-42362
OH,2014,4,-2831,-2018853
OH,2014,5,-11659,729533
OH,2014,6,4502,1263354
OH,2014,7,-140,275486
OH,2014,8,-5624,219691
OH,2014,9,3574,-1398433
OH,2014,10,4118,-378906
OH,2014,11,2855,317931
OH,2014,12,6712,949478
OH,2015,1,4425,1085656
OH,2015,2,-9411,-632693
OH,2015,3,26905,-569178
OH,2015,4,-15151,-1825804
OH,2015,5,-16746,937423
OH,2015,6,25692,837768
OH,2015,7,-16392,1029866
OH,2015,8,-1329,-203684
OH,2015,9,3359,-1091049
OH,2015,10,-2158,-1195611
OH,2015,11,2695,-240403
OH,2015,12,12337,790614
OH,2016,1,-7491,1477202
OH,2016,2,13391,-957766
OH,2016,3,16873,-534578
OH,2016,4,-17791,-852324
OH,2016,5,1667,554118
OH,2016,6,1394,1233251
OH,2016,7,-7221,1787835
OH,2016,8,14537,662230
OH,2016,9,-2123,-2202791
OH,2016,10,4553,-1602355
OH,2016,11,2755,-161473
OH,2016,12,6573,1800273
OH,2017,1,17422,-225396
OH,2017,2,470,-1764889
OH,2017,3,21385,1080630
OH,2017,4,-12978,-1611660
OH,2017,5,50496,792638
OH,2017,6,-49891,1119738
OH,2017,7,-1277,1274693
OH,2017,8,-235,-506996
OH,2017,9,-25123,-1454689
OH,2017,10,38976,-520955
OK,2007,2,1335,-470179
OK,2007,3,1086,-153148
OK,2007,4,-945,-159962
OK,2007,5,1834,374342
OK,2007,6,1092,733555
OK,2007,7,1044,557695
OK,2007,8,2890,558433
OK,2007,9,-574,-1151713
OK,2007,10,2032,-600626
OK,2007,11,208,-276159
OK,2007,12,3255,369799
OK,2008,1,554107,331311
OK,2008,2,2421,-358866
OK,2008,3,530,-165401
OK,2008,4,967,-282969
OK,2008,5,1417,513792
OK,2008,6,1760,813613
OK,2008,7,2282,712181
OK,2008,8,2182,-347738
OK,2008,9,272,-846811
OK,2008,10,-718,-677974
OK,2008,11,1209,-191806
OK,2008,12,2453,872104
OK,2009,1,-1508,-218273
OK,2009,2,1845,-737289
OK,2009,3,753,322433
OK,2009,4,1267,-332399
OK,2009,5,1018,358781
OK,2009,6,1840,1175615
OK,2009,7,1182,371790
OK,2009,8,1598,-51456
OK,2009,9,393,-1180089
OK,2009,10,93,-483575
OK,2009,11,205,-165811
OK,2009,12,2392,969711
OK,2010,1,-5437,98947
OK,2010,2,416,-575759
OK,2010,3,3875,-81945
OK,2010,4,-1002,-358035
OK,2010,5,820,470646
OK,2010,6,12201,1231432
OK,2010,7,8523,406821
OK,2010,8,-1540,423569
OK,2010,9,-952,-1365638
OK,2010,10,-552,-902376
OK,2010,11,-921,-134676
OK,2010,12,-7601,674268
OK,2011,1,2065,291684
OK,2011,2,248,-477003
OK,2011,3,2497,-337837
OK,2011,4,318,-188396
OK,2011,5,-773,590007
OK,2011,6,4596,1437025
OK,2011,7,3971,780776
OK,2011,8,1908,-118453
OK,2011,9,-688,-1851087
OK,2011,10,-2150,-511572
OK,2011,11,-107,-173433
OK,2011,12,2196,580281
OK,2012,1,-186,-37246
OK,2012,2,2510,-396061
OK,2012,3,2675,-64627
OK,2012,4,1301,-50820
OK,2012,5,2459,847742
OK,2012,6,1704,494456
OK,2012,7,2503,1103799
OK,2012,8,2542,-467611
OK,2012,9,-1599,-945648
OK,2012,10,165,-803910
OK,2012,11,2253,-210689
OK,2012,12,410,570247
OK,2013,1,3077,161282
OK,2013,2,324,-592761
OK,2013,3,1552,195514
OK,2013,4,3556,-273237
OK,2013,5,782,323275
OK,2013,6,-759,885655
OK,2013,7,3492,468521
OK,2013,8,2065,237925
OK,2013,9,1036,-759340
OK,2013,10,1537,-897059
OK,2013,11,1179,-60992
OK,2013,12,3142,841069
OK,2014,1,-1748,41941
OK,2014,2,1238,-459511
OK,2014,3,3018,-82482
OK,2014,4,441,-494877
OK,2014,5,298,532770
OK,2014,6,3767,687741
OK,2014,7,7680,303905
OK,2014,8,1946,494296
OK,2014,9,1811,-1031539
OK,2014,10,1979,-504713
OK,2014,11,1156,-115514
OK,2014,12,2379,304190
OK,2015,1,-5946,338637
OK,2015,2,697,-510870
OK,2015,3,3553,-106513
OK,2015,4,80,-386753
OK,2015,5,-10442,288724
